Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1946,,2021/06/20,"to-read, 2022-reading-challenge","to-read (#72), 2022-reading-challenge (#2)",to-read,,,,0,0
54222022,Token Economy: How the Web3 reinvents the Internet,Shermin Voshmgir,"Voshmgir, Shermin",,"=""""","=""""",0,4.14,Token Kitchen,Kindle Edition,364,2020,,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#134), 2022-reading-challenge (#1)",to-read,,,,0,0
886667,"Valuation: Measuring and Managing the Value of Companies, Fourth Edition",McKinsey & Company Inc.,"Inc., McKinsey & Company","Tim Koller, Marc Goedhart, David Wessels","=""0471702188""","=""9780471702184""",0,4.29,Wiley,Hardcover,739,2005,1990,,2022/01/01,to-read,to-read (#136),to-read,,,,0,0
44526017,Narrative Economics: How Stories Go Viral and Drive Major Economic Events,Robert J. Shiller,"Shiller, Robert J.",,"=""0691182299""","=""9780691182292""",0,3.62,Princeton University Press,Hardcover,400,2019,2019,,2022/01/01,to-read,to-read (#135),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.34,Grand Central Publishing,Kindle Edition,496,2017,2017,,2021/12/28,to-read,to-read (#133),to-read,,,,0,0
49631287,The Mountains Sing,Nguyễn Phan Quế Mai,"Mai, Nguyễn Phan Quế",,"=""161620818X""","=""9781616208189""",0,4.32,Algonquin Books,Hardcover,352,2020,2020,,2021/12/28,to-read,to-read (#132),to-read,,,,0,0
21856367,"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""147670869X""","=""9781476708690""",0,4.12,Simon and Schuster,Hardcover,542,2014,2011,,2021/12/28,to-read,to-read (#130),to-read,,,,0,0
38357895,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",4,3.68,Portobello Books,Paperback,163,2018,2016,,2021/07/17,,,read,,,,1,0
8303977,The Sound of a Wild Snail Eating,Elisabeth Tova Bailey,"Bailey, Elisabeth Tova",,"=""1565126068""","=""9781565126060""",0,4.15,Algonquin Books,Hardcover,208,2010,2010,,2021/12/24,to-read,to-read (#129),to-read,,,,0,0
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",0,4.07,Knopf,Hardcover,336,2012,2012,,2021/12/24,to-read,to-read (#128),to-read,,,,0,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,"=""0451528824""","=""9780451528827""",0,4.32,Signet,Mass Market Paperback,320,2003,1908,,2021/12/24,to-read,to-read (#127),to-read,,,,0,0
1972958,"Dios, Patria y Coca Cola",Mark Pendergrast,"Pendergrast, Mark",,"=""9501513181""","=""9789501513189""",0,3.90,Javier Vergara,Paperback,535,1993,1993,,2021/12/18,to-read,to-read (#126),to-read,,,,0,0
56769521,The Annotated Arabian Nights: Tales from 1001 Nights (The Annotated Books),Yasmine Seale,"Seale, Yasmine","Paulo Lemos Horta, Omar El Akkad, Robert Irwin","=""1631493639""","=""9781631493638""",0,4.49,Liveright,Hardcover,816,2021,,,2021/11/28,to-read,to-read (#125),to-read,,,,0,0
52129515,Untamed,Glennon Doyle,"Doyle, Glennon",Glennon Doyle Melton,"=""1984801252""","=""9781984801258""",0,3.98,The Dial Press,Hardcover,333,2020,2020,,2021/11/26,to-read,to-read (#124),to-read,,,,0,0
7268380,Your Money: The Missing Manual,J.D. Roth,"Roth, J.D.",,"=""0596809409""","=""9780596809409""",0,3.75,O'Reilly Media,Paperback,334,2010,2010,,2021/11/17,to-read,to-read (#123),to-read,,,,0,0
12951631,Breaking the Habit of Being Yourself: How to Lose Your Mind and Create a New One,Joe Dispenza,"Dispenza, Joe",,"=""1401938086""","=""9781401938086""",0,4.13,Hay House Inc,Hardcover,329,2012,2012,,2021/11/01,to-read,to-read (#121),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",0,3.87,Harper,Paperback,212,2016,2016,,2021/11/01,to-read,to-read (#120),to-read,,,,0,0
40591670,I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,Ramit Sethi,"Sethi, Ramit",,"=""1523505745""","=""9781523505746""",0,4.20,Workman Publishing Company,Paperback,352,2019,2009,,2021/11/01,to-read,to-read (#119),to-read,,,,0,0
43680704,"Happiness hypothesis, the righteous mind, coddling of the american mind, you are a badass at making money 5 books collection set",Jonathan Haidt,"Haidt, Jonathan",Jen Sincero,"=""9123772387""","=""9789123772384""",0,4.13,Arrow/Penguin/Allen Lane/John Murray Learning,Paperback,0,,,,2021/11/01,to-read,to-read (#118),to-read,,,,0,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",4,4.13,Riverhead Books,Hardcover,343,2020,2020,,2020/12/09,,,read,,,,1,0
55334756,We Wrote In Symbols: Love and Lust By Arab Women Writers,Selma Dabbagh,"Dabbagh, Selma",,"=""086356397X""","=""9780863563973""",0,3.86,Saqi Books,Paperback,320,2021,,,2021/10/22,to-read,to-read (#117),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.22,Bloomsbury,Hardcover,272,2020,2020,,2021/09/25,to-read,to-read (#116),to-read,,,,0,0
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""1250103509""","=""9781250103505""",0,4.06,St. Martin's Press,Hardcover,336,2017,2017,,2021/09/11,to-read,to-read (#115),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.40,Atria Books,Hardcover,389,2017,2017,2021/08/30,2021/08/29,,,read,,,,1,0
10614,Misery,Stephen        King,"King, Stephen",,"=""0450417395""","=""9780450417399""",0,4.23,New English Library,Paperback,370,1992,1987,,2021/08/17,to-read,to-read (#114),to-read,,,,0,0
51541496,Luster,Raven Leilani,"Leilani, Raven",,"=""0374194327""","=""9780374194321""",0,3.51,"Farrar, Straus and Giroux",Hardcover,227,2020,2020,,2021/08/17,to-read,to-read (#113),to-read,,,,0,0
36586697,Queenie,Candice Carty-Williams,"Carty-Williams, Candice",,"=""""","=""""",0,3.85,Orion Publishing,Hardcover,330,2019,2019,,2021/08/17,to-read,to-read (#112),to-read,,,,0,0
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",Joel Lovell,"=""""","=""""",5,4.40,Random House,Hardcover,272,2019,2019,,2021/07/18,,,read,,,,1,0
4016515,Letter to My Daughter,Maya Angelou,"Angelou, Maya",,"=""1400066123""","=""9781400066124""",0,4.09,Random House,Hardcover,192,2008,1987,,2021/07/18,to-read,to-read (#111),to-read,,,,0,0
13214,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,"Angelou, Maya",,"=""0553279378""","=""9780553279375""",0,4.30,Bantam Books,Paperback,289,1993,1969,,2021/07/18,to-read,to-read (#110),to-read,,,,0,0
